town,flat_type,block / building,street_name,storey,floor_area_sqm,flat_model,lease_commence_date,rental_date,property_type
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,JADE GARDEN,ROBIN ROAD,01,173.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,CUSCADEN RESERVE,CUSCADEN ROAD,16,65.0,Condominium,2018,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,THE MONTANA,JALAN MUTIARA,01,55.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,UP@ROBERTSON QUAY,ROBERTSON QUAY,01,51.0,Apartment,2011,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,PROXIMO,ROBIN ROAD,06,104.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,ORCHARD SCOTTS,ANTHONY ROAD,16,212.0,Condominium,2001,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,THE TRILLIUM,KIM SENG ROAD,16,130.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,MELROSE PARK,KELLOCK ROAD,01,158.0,Condominium,1877,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,M5,JALAN MUTIARA,11,69.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,MIRAGE TOWER,KIM SENG ROAD,01,114.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,KOPAR AT NEWTON,MAKEWAY AVENUE,16,102.0,Apartment,2019,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,HILLTOPS,CAIRNHILL CIRCLE,16,159.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,STUDIO 3,SHANGHAI ROAD,11,52.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,DUCHESS RESIDENCES,DUCHESS AVENUE,01,149.0,Condominium,1875,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,ORCHARD BEL AIR,ORCHARD BOULEVARD,11,300.0,Condominium,1980,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,FERRELL RESIDENCES,BUKIT TIMAH ROAD,11,171.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,THE BALMORAL SPRING,BALMORAL CRESCENT,01,126.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,LEONIE HILL RESIDENCES,LEONIE HILL ROAD,16,129.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,LLOYD SIXTYFIVE,LLOYD ROAD,01,66.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,06,140.0,Apartment,1995,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",2 ROOM,MILL POINT,ZION CLOSE,16,49.0,Apartment,1877,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,VOLARI,BALMORAL ROAD,06,202.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,THE METZ,DEVONSHIRE ROAD,16,54.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,HOCK MANSION,WILKIE TERRACE,01,150.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,RV ALTITUDE,RIVER VALLEY ROAD,06,58.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,HIJAUAN,CAVENAGH ROAD,01,78.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,CENTENNIA SUITES,KIM SENG ROAD,11,163.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,STARLIGHT SUITES,RIVER VALLEY CLOSE,21,173.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,CAIRNHILL CREST,CAIRNHILL CIRCLE,01,105.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,YONG AN PARK,RIVER VALLEY ROAD,21,289.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,PARC EMILY,MOUNT EMILY ROAD,06,51.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,URBANA,RIVER VALLEY CLOSE,31,94.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,SIGNATURE AT LEWIS,LEWIS ROAD,06,91.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,FOUR SEASONS PARK,CUSCADEN WALK,16,210.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,BOTANIC GARDENS VIEW,TAMAN SERASI,01,117.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,PINETREE CONDOMINIUM,BALMORAL PARK,01,115.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,CORONATION ARCADE,CORONATION ROAD,01,119.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,CAIRNHILL CREST,CAIRNHILL CIRCLE,16,233.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,NATHAN SUITES,NATHAN ROAD,16,190.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",2 ROOM,TRIBECA,KIM SENG ROAD,26,48.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,RIDGEWOOD,MOUNT SINAI RISE,06,186.0,Condominium,1885,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,CASABELLA,DUCHESS AVENUE,-,344.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,LEONIE PARC VIEW,LEONIE HILL ROAD,06,209.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,ROBIN SUITES,ROBIN ROAD,06,51.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
Little India,5 ROOM,RACE COURSE MANSION,RACE COURSE ROAD,01,115.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,THE DRAYCOTT,DRAYCOTT PARK,16,245.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,POLLEN & BLEU,FARRER DRIVE,01,81.0,Condominium,2012,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,MONTVIEW,MOUNT SINAI DRIVE,06,114.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,01,66.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,STEVENS SUITES,STEVENS CLOSE,01,183.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,06,106.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",2 ROOM,VIDA,PECK HAY ROAD,11,49.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,CAIRNHILL CREST,CAIRNHILL CIRCLE,06,76.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Middle Road, Golden Mile",4 ROOM,THE BENCOOLEN,BENCOOLEN STREET,16,90.0,Apartment,1995,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,SOPHIA LODGE,SOPHIA ROAD,01,92.0,Apartment,Freehold,2025-03-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,MADISON RESIDENCES,BUKIT TIMAH ROAD,01,136.0,Condominium,Freehold,2025-03-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,KIM SIA COURT,JALAN JINTAN,11,132.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,THE PATERSON,PATERSON ROAD,21,209.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,SAM KIANG MANSIONS,ST. THOMAS WALK,06,119.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,ST THOMAS COURT,ST. THOMAS WALK,06,104.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,CLIFTEN,EWE BOON ROAD,16,99.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,BOTANIKA,HOLLAND ROAD,01,102.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,PATERSON RESIDENCE,PATERSON ROAD,11,122.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
Little India,5 ROOM,MERA SPRINGS,CARLISLE ROAD,11,120.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,NATHAN RESIDENCES,NATHAN ROAD,06,72.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,ORCHARD SCOTTS,ANTHONY ROAD,01,207.0,Condominium,2001,2025-02-01,Condo / Private Apartment
"Middle Road, Golden Mile",4 ROOM,SOUTHBANK,NORTH BRIDGE ROAD,21,84.0,Apartment,2006,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,MARTIN PLACE RESIDENCES,MARTIN PLACE,06,132.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,SOPHIA LODGE,SOPHIA ROAD,06,93.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Middle Road, Golden Mile",MANSIONETTE,SOUTH BEACH RESIDENCES,BEACH ROAD,21,212.0,Apartment,2007,2025-02-01,Condo / Private Apartment
Little India,2 ROOM,FORTE SUITES,MERGUI ROAD,01,44.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
Little India,EXECUTIVE,RESIDENTIAL APARTMENTS,HORNE ROAD,01,149.7,Apartment,1958,2025-02-01,Condo / Private Apartment
"Middle Road, Golden Mile",5 ROOM,SUNSHINE PLAZA,PRINSEP LINK,01,121.0,Apartment,1997,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,QUINTERRA,HOLLAND ROAD,01,156.0,Apartment,2006,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,THE CLAYMORE,CLAYMORE ROAD,16,249.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,21,118.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
Little India,5 ROOM,CITY SQUARE RESIDENCES,KITCHENER LINK,11,113.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,ARDMORE II,ARDMORE PARK,31,188.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,LA CRYSTAL,KILLINEY ROAD,11,100.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,01,205.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,CHATELET,MARGOLIOUTH ROAD,06,129.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,LEONIE HILL RESIDENCES,LEONIE HILL ROAD,21,129.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,THE PATERSON,PATERSON ROAD,11,136.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,MUTIARA CREST,JALAN MUTIARA,11,122.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,NASSIM 9,NASSIM ROAD,01,231.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,BISHOPSGATE RESIDENCES,BISHOPSGATE,01,294.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,PARC SOPHIA,ADIS ROAD,06,62.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Middle Road, Golden Mile",3 ROOM,THE PLAZA,BEACH ROAD,21,68.0,Apartment,1968,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,URBANA,RIVER VALLEY CLOSE,11,97.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
Little India,2 ROOM,RANGOON 88,RANGOON ROAD,01,41.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,LATITUDE,JALAN MUTIARA,16,123.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,CUSCADEN RESERVE,CUSCADEN ROAD,11,87.0,Condominium,2018,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,ARDMORE II,ARDMORE PARK,21,188.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,LATITUDE,JALAN MUTIARA,21,150.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,THE DRAYCOTT,DRAYCOTT PARK,26,245.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
Little India,2 ROOM,THE URBANITE,HERTFORD ROAD,01,45.0,Apartment,Freehold,2025-02-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,OLEANAS RESIDENCE,KIM YAM ROAD,06,106.0,Condominium,Freehold,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,JERVOIS JADE,JERVOIS CLOSE,01,106.0,Apartment,1998,2025-02-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,STEVENS LOFT,STEVENS DRIVE,01,68.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",1 ROOM,ESPADA,ST. THOMAS WALK,01,33.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,ORCHARD VIEW,ANGULLIA PARK,31,235.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
Little India,5 ROOM,LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,01,128.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,LEONIE SUITES,LEONIE HILL,01,92.0,Apartment,2002,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,D' DALVEY,DALVEY ESTATE,01,86.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,STARLIGHT SUITES,RIVER VALLEY CLOSE,06,100.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,06,122.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,BEVERLY HILL,GRANGE ROAD,11,351.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",4 ROOM,SPRING GROVE,GRANGE ROAD,01,94.0,Condominium,1991,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,RV EDGE,SHANGHAI ROAD,06,77.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,RICHMOND PARK,BIDEFORD ROAD,11,94.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Middle Road, Golden Mile",4 ROOM,BURLINGTON SQUARE,BENCOOLEN STREET,01,107.0,Apartment,1996,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",2 ROOM,ROBERTSON EDGE,TONG WATT ROAD,01,40.0,Apartment,1841,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,26,284.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,URBANA,RIVER VALLEY CLOSE,26,122.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,THE SUITES AT CENTRAL,DEVONSHIRE ROAD,26,159.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Middle Road, Golden Mile",4 ROOM,DUO RESIDENCES,FRASER STREET,26,90.0,Apartment,2011,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,THE ELEMENT @ STEVENS,STEVENS ROAD,01,123.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,LUMA,RIVER VALLEY GROVE,11,69.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,THE ABODE AT DEVONSHIRE,DEVONSHIRE ROAD,11,104.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
Little India,4 ROOM,KENTISH LODGE,OXFORD ROAD,06,106.0,Apartment,1995,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,VILLA DELLE ROSE,TAMAN NAKHODA,-,258.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,THE SCOTTS TOWER,SCOTTS ROAD,06,79.0,Condominium,2010,2025-01-01,Condo / Private Apartment
"High Street, Beach Road",MANSIONETTE,EDEN RESIDENCES CAPITOL,STAMFORD ROAD,01,317.0,Apartment,2011,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,11,231.0,Apartment,1995,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",5 ROOM,BEAUFORT ON NASSIM,NASSIM ROAD,01,115.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,THE INSPIRA,ARNASALAM CHETTY ROAD,01,117.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,LATITUDE,JALAN MUTIARA,06,259.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,BOTANIC GARDENS MANSION,TAMAN SERASI,01,163.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",5 ROOM,THE IMPERIAL,JALAN RUMBIA,11,126.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,THE BOTANIC ON LLOYD,LLOYD ROAD,01,191.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,ONE TREE HILL MANSIONS,ONE TREE HILL,11,150.0,Apartment,1973,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,CLIVEDEN AT GRANGE,GRANGE ROAD,11,200.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,PARVIS,HOLLAND HILL,11,259.0,Condominium,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",3 ROOM,BALMORAL CREST,BALMORAL CRESCENT,01,72.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,RESIDENTIAL APARTMENTS,PRINCESS OF WALES ROAD,01,188.0,Apartment,Freehold,2025-01-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,RIDGEWOOD,MOUNT SINAI DRIVE,16,162.0,Condominium,1885,2025-01-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,TOWNHOUSE APARTMENTS,CAVENAGH ROAD,06,220.0,Apartment,1977,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,REGENCY PARK,NATHAN ROAD,21,295.0,Condominium,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,THE TRIZON,RIDGEWOOD CLOSE,01,176.0,Condominium,Freehold,2024-12-01,Condo / Private Apartment
Little India,4 ROOM,VANADIUM,HERTFORD ROAD,01,99.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
Little India,2 ROOM,28 RC SUITES,RACE COURSE LANE,06,40.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,SOMMERVILLE GRANDEUR,FARRER DRIVE,06,180.0,Condominium,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,15 HOLLAND HILL,HOLLAND HILL,06,173.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"High Street, Beach Road",MANSIONETTE,EDEN RESIDENCES CAPITOL,STAMFORD ROAD,11,539.0,Apartment,2011,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,THE LEGEND,BUKIT TIMAH ROAD,01,135.0,Condominium,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,SHEARES VILLE,HOLT ROAD,06,130.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",MANSIONETTE,HORIZON TOWERS,LEONIE HILL,06,221.0,Condominium,1979,2024-12-01,Condo / Private Apartment
Little India,4 ROOM,BRISTOL LODGE,BRISTOL ROAD,01,90.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",4 ROOM,RIVERSIDE 48,ROBERTSON QUAY,06,84.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,DUKES RESIDENCE,DUKE'S ROAD,01,150.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",3 ROOM,ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,16,59.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,ST THOMAS SUITES,ST. THOMAS WALK,16,187.0,Condominium,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",EXECUTIVE,RESIDENTIAL APARTMENTS,ONE TREE HILL,01,165.0,Apartment,1973,2024-12-01,Condo / Private Apartment
"Orchard, Cairnhill, River Valley",EXECUTIVE,RIVERGATE,ROBERTSON QUAY,26,193.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,JUNIPER AT ARDMORE,ARDMORE PARK,01,297.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
Little India,2 ROOM,KENG LEE COURT,KENG LEE ROAD,01,44.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
"Ardmore, Bukit Timah, Holland Road, Tanglin",MANSIONETTE,THE DRAYCOTT,DRAYCOTT PARK,06,245.0,Apartment,Freehold,2024-12-01,Condo / Private Apartment
